https://w3id.org/okn/o/sd#Parameter,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#hasDataType,https://w3id.org/okn/o/sd#hasDefaultValue,https://w3id.org/okn/o/sd#hasMaximumAcceptedValue,https://w3id.org/okn/o/sd#hasMinimumAcceptedValue,https://w3id.org/okn/o/sd#position,https://w3id.org/okn/o/sd#usesUnit,https://w3id.org/okn/o/sd#recommendedIncrement,https://w3id.org/okn/o/sdm#relevantForIntervention,https://w3id.org/okn/o/sd#adjustsVariable,https://w3id.org/okn/o/sd#hasFixedValue,https://w3id.org/okn/o/sd#hasAcceptedValues
pihm-v4.1.0-baro_GEOL_THETAR,https://w3id.org/wings/export/MINT#Adjustment,GEOL_THETAR,Residual Porosity perturbance,float,1,2,0.5,9,,,,pihm_gThetaR,1,
pihm-v4.1.0-baro_GEOL_THETAS,https://w3id.org/wings/export/MINT#Adjustment,GEOL_THETAS,Porosity perturbance,float,1,2,0.5,8,,,,pihm_gThetaS,1,
pihm-v4.1.0-baro_IC_GW,https://w3id.org/wings/export/MINT#Adjustment,IC_GW,IC_GW perturbance,float,0,,,39,,,,,0,
pihm-v4.1.0-baro_IC_RIV,https://w3id.org/wings/export/MINT#Adjustment,IC_RIV,IC_RIV perturbance,float,0,,,40,,,,,0,
pihm-v4.1.0-baro_LC_ALBEDO,https://w3id.org/wings/export/MINT#Adjustment,LC_ALBEDO,Albedo perturbance,float,1,1,0.5,18,,,,pihm_Albedo,1,
pihm-v4.1.0-baro_LC_DROOT,https://w3id.org/wings/export/MINT#Adjustment,LC_DROOT,Root Zone Depth perturbance,float,1,1.5,0.8,20,,,,pihm_RzD,1,
pihm-v4.1.0-baro_LC_IMPAF,https://w3id.org/wings/export/MINT#Adjustment,LC_IMPAF,LC_IMPAF perturbance,float,1,,,22,,,,,1,
pihm-v4.1.0-baro_LC_ISMAX,https://w3id.org/wings/export/MINT#Adjustment,LC_ISMAX,Maximum Interception Storage perturbance,float,1,1.5,0.5,21,,,,,1,
pihm-v4.1.0-baro_LC_ROUGH,https://w3id.org/wings/export/MINT#Adjustment,LC_ROUGH,Roughness length perturbance,float,1,1.5,0.5,19,,,,pihm_RL,1,
pihm-v4.1.0-baro_LC_SOILDGD,https://w3id.org/wings/export/MINT#Adjustment,LC_SOILDGD,LC_SOILDGD perturbance,float,1,,,23,,,,,1,
pihm-v4.1.0-baro_LC_VEGFRAC,https://w3id.org/wings/export/MINT#Adjustment,LC_VEGFRAC,Vegetation fraction perturbance,float,1,1,0.2,17,,,,pihm_VegFrac,1,
pihm-v4.1.0-baro_RIV_BEDTHICK,https://w3id.org/wings/export/MINT#Adjustment,RIV_BEDTHICK,River bed thickness perturbance,float,1,,,35,,,,,1,
pihm-v4.1.0-baro_RIV_BSLOPE,https://w3id.org/wings/export/MINT#Adjustment,RIV_BSLOPE,River slope perturbance,float,0,,,36,,,,,0,
pihm-v4.1.0-baro_RIV_CWR,https://w3id.org/wings/export/MINT#Adjustment,RIV_CWR,RIV_CWR perturbance,float,1,,,34,,,,,1,
pihm-v4.1.0-baro_RIV_DPTH,https://w3id.org/wings/export/MINT#Adjustment,RIV_DPTH,River depth perturbance,float,0,,,37,,,,pihm_surfV,0,
pihm-v4.1.0-baro_RIV_KH,https://w3id.org/wings/export/MINT#Adjustment,RIV_KH,Hydraulic conductivity under river bed perturbance,float,1,10,0.5,32,,,,,1,
pihm-v4.1.0-baro_RIV_ROUGH,https://w3id.org/wings/export/MINT#Adjustment,RIV_ROUGH,Manning's Roughness Coefficient perturbance,float,1,4,0.5,31,,,,,1,
pihm-v4.1.0-baro_RIV_SINU,https://w3id.org/wings/export/MINT#Adjustment,RIV_SINU,RIV_SINU perturbance,float,1,,,33,,,,,1,
pihm-v4.1.0-baro_RIV_WDTH,https://w3id.org/wings/export/MINT#Adjustment,RIV_WDTH,River width perturbance,float,0,,,38,,,,,0,
pihm-v4.1.0-baro_SOIL_ALPHA,https://w3id.org/wings/export/MINT#Adjustment,SOIL_ALPHA,Van Genuchten Soil Parameter perturbance,float,1,2,0.5,14,,,,pihm_Alpha,1,
pihm-v4.1.0-baro_SOIL_BETA,https://w3id.org/wings/export/MINT#Adjustment,SOIL_BETA,Van Genuchten Soil Parameter perturbance,float,1,2,0.5,15,,,,pihm_Beta,1,
pihm-v4.1.0-baro_SOIL_DINF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_DINF,Top soil layer infiltration perturbance,float,1,2,0.5,13,,,,pihm_infD,1,
pihm-v4.1.0-baro_SOIL_KINF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_KINF,Infiltration rate perturbance,float,1,2,0.5,11,,,,pihm_infil,1,
pihm-v4.1.0-baro_SOIL_KMACSATV,https://w3id.org/wings/export/MINT#Adjustment,SOIL_KMACSATV,Vertical macropore Hydraulic conductivity perturbance,float,1,,,12,,,,pihm_macKsatV,1,
pihm-v4.1.0-baro_SOIL_MACHF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_MACHF,Horizontal macropore Hydraulic conductivity perturbance,float,1,,,16,,,,,1,
pihm-v4.1.0-baro_TS_LAI,https://w3id.org/wings/export/MINT#Adjustment,TS_LAI,Leaf Ara Index perturbance,float,1,1.5,0.5,25,,,,pihm_LAI,1,
pihm-v4.1.0-baro_TS_PRCP,https://w3id.org/wings/export/MINT#Adjustment,TS_PRCP,Precipitation perturbance,float,1,1.2,0.8,24,,0.1,,pihm_PRCP,,
pihm-v4.1.0-baro_TS_SFCTMP,https://w3id.org/wings/export/MINT#Adjustment,TS_SFCTMP,Surface temperature perturbance,float,0,2,-1,26,,0.1,,pihm_TRMP,,
pihm-v4.1.0-baro_end-date,https://w3id.org/wings/export/MINT#EndDate,end-date,End date of the simulation,string,12/31/2017,12/31/2017,1/1/2017,2,date,,,,,
pihm-v4.1.0-baro_region-name,https://w3id.org/wings/export/MINT#RegionName,region-name,Region name,string,baro-gam,,,3,,,,,baro-gam,
pihm-v4.1.0-baro_start-date,https://w3id.org/wings/export/MINT#StartDate,start-date,Start date of the simulation,string,1/1/2017,12/31/2017,1/1/2017,1,date,,,,,
pihm-v4.1.0-bashilo-full_AQ_DEPTH,https://w3id.org/wings/export/MINT#Adjustment,AQ_DEPTH,AQ_DEPTH perturbance,float,0,,,41,,,,,0,
pihm-v4.1.0-bashilo-full_ET_ETP,https://w3id.org/wings/export/MINT#Adjustment,ET_ETP,Potential evapotranspiration perturbance,float,1,1.2,0.6,27,,0.1,,,,
pihm-v4.1.0-bashilo-full_ET_IC,https://w3id.org/wings/export/MINT#Adjustment,ET_IC,ET_IC perturbance,float,1,,,28,,,,,1,
pihm-v4.1.0-bashilo-full_ET_SOIL,https://w3id.org/wings/export/MINT#Adjustment,ET_SOIL,Soil perturbance,float,1,,,30,,,,,1,
pihm-v4.1.0-bashilo-full_ET_TR,https://w3id.org/wings/export/MINT#Adjustment,ET_TR,Transpiration perturbance,float,1,,,29,,,,pihm_transpiration,1,
pihm-v4.1.0-bashilo-full_GEOL_DMAC,https://w3id.org/wings/export/MINT#Adjustment,GEOL_DMAC,Macropore Depth perturbance,float,1,,,10,,,,pihm_macD,1,
pihm-v4.1.0-bashilo-full_GEOL_KMACSATH,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KMACSATH,Horizontal macropore Hydraulic conductivity perturbance,float,1,2,0.5,6,,,,pihm_macKsatH,1,
pihm-v4.1.0-bashilo-full_GEOL_KSATH,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KSATH,Horizontal Size Hydraulic Conductivity perturbance,float,1,500,0.5,4,,,,pihm_KsatH,,
pihm-v4.1.0-bashilo-full_GEOL_KSATV,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KSATV,Vertical Saturated Hydraulic Conductivity perturbance,float,1,10,0.5,5,,,,pihm_KsatV,1,
pihm-v4.1.0-bashilo-full_GEOL_MACVF,https://w3id.org/wings/export/MINT#Adjustment,GEOL_MACVF,Vertical macropore hydraulical conductivity perturbance,float,1,2,0.5,7,,,,,1,
pihm-v4.1.0-bashilo-full_GEOL_THETAR,https://w3id.org/wings/export/MINT#Adjustment,GEOL_THETAR,Residual Porosity perturbance,float,1,2,0.5,9,,,,pihm_gThetaR,1,
pihm-v4.1.0-bashilo-full_GEOL_THETAS,https://w3id.org/wings/export/MINT#Adjustment,GEOL_THETAS,Porosity perturbance,float,1,2,0.5,8,,,,pihm_gThetaS,1,
pihm-v4.1.0-bashilo-full_IC_GW,https://w3id.org/wings/export/MINT#Adjustment,IC_GW,IC_GW perturbance,float,0,,,39,,,,,0,
pihm-v4.1.0-bashilo-full_IC_RIV,https://w3id.org/wings/export/MINT#Adjustment,IC_RIV,IC_RIV perturbance,float,0,,,40,,,,,0,
pihm-v4.1.0-bashilo-full_LC_ALBEDO,https://w3id.org/wings/export/MINT#Adjustment,LC_ALBEDO,Albedo perturbance,float,1,1,0.5,18,,,,pihm_Albedo,1,
pihm-v4.1.0-bashilo-full_LC_DROOT,https://w3id.org/wings/export/MINT#Adjustment,LC_DROOT,Root Zone Depth perturbance,float,1,1.5,0.8,20,,,,pihm_RzD,1,
pihm-v4.1.0-bashilo-full_LC_IMPAF,https://w3id.org/wings/export/MINT#Adjustment,LC_IMPAF,LC_IMPAF perturbance,float,1,,,22,,,,,1,
pihm-v4.1.0-bashilo-full_LC_ISMAX,https://w3id.org/wings/export/MINT#Adjustment,LC_ISMAX,Maximum Interception Storage perturbance,float,1,1.5,0.5,21,,,,,1,
pihm-v4.1.0-bashilo-full_LC_ROUGH,https://w3id.org/wings/export/MINT#Adjustment,LC_ROUGH,Roughness length perturbance,float,1,1.5,0.5,19,,,,pihm_RL,1,
pihm-v4.1.0-bashilo-full_LC_SOILDGD,https://w3id.org/wings/export/MINT#Adjustment,LC_SOILDGD,LC_SOILDGD perturbance,float,1,,,23,,,,,1,
pihm-v4.1.0-bashilo-full_LC_VEGFRAC,https://w3id.org/wings/export/MINT#Adjustment,LC_VEGFRAC,Vegetation fraction perturbance,float,1,1,0.2,17,,,,pihm_VegFrac,1,
pihm-v4.1.0-bashilo-full_RIV_BEDTHICK,https://w3id.org/wings/export/MINT#Adjustment,RIV_BEDTHICK,River bed thickness perturbance,float,1,,,35,,,,,1,
pihm-v4.1.0-bashilo-full_RIV_BSLOPE,https://w3id.org/wings/export/MINT#Adjustment,RIV_BSLOPE,River slope perturbance,float,0,,,36,,,,,0,
pihm-v4.1.0-bashilo-full_RIV_CWR,https://w3id.org/wings/export/MINT#Adjustment,RIV_CWR,RIV_CWR perturbance,float,1,,,34,,,,,1,
pihm-v4.1.0-bashilo-full_RIV_DPTH,https://w3id.org/wings/export/MINT#Adjustment,RIV_DPTH,River depth perturbance,float,0,,,37,,,,pihm_surfV,0,
pihm-v4.1.0-bashilo-full_RIV_KH,https://w3id.org/wings/export/MINT#Adjustment,RIV_KH,Hydraulic conductivity under river bed perturbance,float,1,10,0.5,32,,,,,1,
pihm-v4.1.0-bashilo-full_RIV_ROUGH,https://w3id.org/wings/export/MINT#Adjustment,RIV_ROUGH,Manning's Roughness Coefficient perturbance,float,1,4,0.5,31,,,,,1,
pihm-v4.1.0-bashilo-full_RIV_SINU,https://w3id.org/wings/export/MINT#Adjustment,RIV_SINU,RIV_SINU perturbance,float,1,,,33,,,,,1,
pihm-v4.1.0-bashilo-full_RIV_WDTH,https://w3id.org/wings/export/MINT#Adjustment,RIV_WDTH,River width perturbance,float,0,,,38,,,,,0,
pihm-v4.1.0-bashilo-full_SOIL_ALPHA,https://w3id.org/wings/export/MINT#Adjustment,SOIL_ALPHA,Van Genuchten Soil Parameter perturbance,float,1,2,0.5,14,,,,pihm_Alpha,1,
pihm-v4.1.0-bashilo-full_SOIL_BETA,https://w3id.org/wings/export/MINT#Adjustment,SOIL_BETA,Van Genuchten Soil Parameter perturbance,float,1,2,0.5,15,,,,pihm_Beta,1,
pihm-v4.1.0-bashilo-full_SOIL_DINF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_DINF,Top soil layer infiltration perturbance,float,1,2,0.5,13,,,,pihm_infD,1,
pihm-v4.1.0-bashilo-full_SOIL_KINF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_KINF,Infiltration rate perturbance,float,1,2,0.5,11,,,,pihm_infil,1,
pihm-v4.1.0-bashilo-full_SOIL_KMACSATV,https://w3id.org/wings/export/MINT#Adjustment,SOIL_KMACSATV,Vertical macropore Hydraulic conductivity perturbance,float,1,,,12,,,,pihm_macKsatV,1,
pihm-v4.1.0-bashilo-full_SOIL_MACHF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_MACHF,Horizontal macropore Hydraulic conductivity perturbance,float,1,,,16,,,,,1,
pihm-v4.1.0-bashilo-full_TS_LAI,https://w3id.org/wings/export/MINT#Adjustment,TS_LAI,Leaf Ara Index perturbance,float,1,1.5,0.5,25,,,,pihm_LAI,1,
pihm-v4.1.0-bashilo-full_TS_PRCP,https://w3id.org/wings/export/MINT#Adjustment,TS_PRCP,Precipitation perturbance,float,1,1.2,0.8,24,,0.1,,pihm_PRCP,,
pihm-v4.1.0-bashilo-full_TS_SFCTMP,https://w3id.org/wings/export/MINT#Adjustment,TS_SFCTMP,Surface temperature perturbance,float,0,2,-1,26,,0.1,,pihm_TRMP,,
pihm-v4.1.0-bashilo-full_end-date,https://w3id.org/wings/export/MINT#EndDate,end-date,End date of the simulation,string,12/31/2018,12/31/2018,1/1/2000,2,date,,,,,
pihm-v4.1.0-bashilo-full_region-name,https://w3id.org/wings/export/MINT#RegionName,region-name,Region name,string,bashilo,,,3,,,,,bashilo,
pihm-v4.1.0-bashilo-full_start-date,https://w3id.org/wings/export/MINT#StartDate,start-date,Start date of the simulation,string,1/1/2000,12/31/2018,1/1/2000,1,date,,,,,
pihm-v4.1.0-bashilo_AQ_DEPTH,https://w3id.org/wings/export/MINT#Adjustment,AQ_DEPTH,AQ_DEPTH perturbance,float,0,,,41,,,,,0,
pihm-v4.1.0-bashilo_ET_ETP,https://w3id.org/wings/export/MINT#Adjustment,ET_ETP,Potential evapotranspiration perturbance,float,1,1.2,0.6,27,,0.1,,,,
pihm-v4.1.0-bashilo_ET_IC,https://w3id.org/wings/export/MINT#Adjustment,ET_IC,ET_IC perturbance,float,1,,,28,,,,,1,
pihm-v4.1.0-bashilo_ET_SOIL,https://w3id.org/wings/export/MINT#Adjustment,ET_SOIL,Soil perturbance,float,1,,,30,,,,,1,
pihm-v4.1.0-bashilo_ET_TR,https://w3id.org/wings/export/MINT#Adjustment,ET_TR,Transpiration perturbance,float,1,,,29,,,,pihm_transpiration,1,
pihm-v4.1.0-bashilo_GEOL_DMAC,https://w3id.org/wings/export/MINT#Adjustment,GEOL_DMAC,Macropore Depth perturbance,float,1,,,10,,,,pihm_macD,1,
pihm-v4.1.0-bashilo_GEOL_KMACSATH,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KMACSATH,Horizontal macropore Hydraulic conductivity perturbance,float,1,2,0.5,6,,,,pihm_macKsatH,1,
pihm-v4.1.0-bashilo_GEOL_KSATH,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KSATH,Horizontal Size Hydraulic Conductivity perturbance,float,1,500,0.5,4,,,,pihm_KsatH,,
pihm-v4.1.0-bashilo_GEOL_KSATV,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KSATV,Vertical Saturated Hydraulic Conductivity perturbance,float,1,10,0.5,5,,,,pihm_KsatV,1,
pihm-v4.1.0-bashilo_GEOL_MACVF,https://w3id.org/wings/export/MINT#Adjustment,GEOL_MACVF,Vertical macropore hydraulical conductivity perturbance,float,1,2,0.5,7,,,,,1,
pihm-v4.1.0-bashilo_GEOL_THETAR,https://w3id.org/wings/export/MINT#Adjustment,GEOL_THETAR,Residual Porosity perturbance,float,1,2,0.5,9,,,,pihm_gThetaR,1,
pihm-v4.1.0-bashilo_GEOL_THETAS,https://w3id.org/wings/export/MINT#Adjustment,GEOL_THETAS,Porosity perturbance,float,1,2,0.5,8,,,,pihm_gThetaS,1,
pihm-v4.1.0-bashilo_IC_GW,https://w3id.org/wings/export/MINT#Adjustment,IC_GW,IC_GW perturbance,float,0,,,39,,,,,0,
pihm-v4.1.0-bashilo_IC_RIV,https://w3id.org/wings/export/MINT#Adjustment,IC_RIV,IC_RIV perturbance,float,0,,,40,,,,,0,
pihm-v4.1.0-bashilo_LC_ALBEDO,https://w3id.org/wings/export/MINT#Adjustment,LC_ALBEDO,Albedo perturbance,float,1,1,0.5,18,,,,pihm_Albedo,1,
pihm-v4.1.0-bashilo_LC_DROOT,https://w3id.org/wings/export/MINT#Adjustment,LC_DROOT,Root Zone Depth perturbance,float,1,1.5,0.8,20,,,,pihm_RzD,1,
pihm-v4.1.0-bashilo_LC_IMPAF,https://w3id.org/wings/export/MINT#Adjustment,LC_IMPAF,LC_IMPAF perturbance,float,1,,,22,,,,,1,
pihm-v4.1.0-bashilo_LC_ISMAX,https://w3id.org/wings/export/MINT#Adjustment,LC_ISMAX,Maximum Interception Storage perturbance,float,1,1.5,0.5,21,,,,,1,
pihm-v4.1.0-bashilo_LC_ROUGH,https://w3id.org/wings/export/MINT#Adjustment,LC_ROUGH,Roughness length perturbance,float,1,1.5,0.5,19,,,,pihm_RL,1,
pihm-v4.1.0-bashilo_LC_SOILDGD,https://w3id.org/wings/export/MINT#Adjustment,LC_SOILDGD,LC_SOILDGD perturbance,float,1,,,23,,,,,1,
pihm-v4.1.0-bashilo_LC_VEGFRAC,https://w3id.org/wings/export/MINT#Adjustment,LC_VEGFRAC,Vegetation fraction perturbance,float,1,1,0.2,17,,,,pihm_VegFrac,1,
pihm-v4.1.0-bashilo_RIV_BEDTHICK,https://w3id.org/wings/export/MINT#Adjustment,RIV_BEDTHICK,River bed thickness perturbance,float,1,,,35,,,,,1,
pihm-v4.1.0-bashilo_RIV_BSLOPE,https://w3id.org/wings/export/MINT#Adjustment,RIV_BSLOPE,River slope perturbance,float,0,,,36,,,,,0,
pihm-v4.1.0-bashilo_RIV_CWR,https://w3id.org/wings/export/MINT#Adjustment,RIV_CWR,RIV_CWR perturbance,float,1,,,34,,,,,1,
pihm-v4.1.0-bashilo_RIV_DPTH,https://w3id.org/wings/export/MINT#Adjustment,RIV_DPTH,River depth perturbance,float,0,,,37,,,,pihm_surfV,0,
pihm-v4.1.0-bashilo_RIV_KH,https://w3id.org/wings/export/MINT#Adjustment,RIV_KH,Hydraulic conductivity under river bed perturbance,float,1,10,0.5,32,,,,,1,
pihm-v4.1.0-bashilo_RIV_ROUGH,https://w3id.org/wings/export/MINT#Adjustment,RIV_ROUGH,Manning's Roughness Coefficient perturbance,float,1,4,0.5,31,,,,,1,
pihm-v4.1.0-bashilo_RIV_SINU,https://w3id.org/wings/export/MINT#Adjustment,RIV_SINU,RIV_SINU perturbance,float,1,,,33,,,,,1,
pihm-v4.1.0-bashilo_RIV_WDTH,https://w3id.org/wings/export/MINT#Adjustment,RIV_WDTH,River width perturbance,float,0,,,38,,,,,0,
pihm-v4.1.0-bashilo_SOIL_ALPHA,https://w3id.org/wings/export/MINT#Adjustment,SOIL_ALPHA,Van Genuchten Soil Parameter perturbance,float,1,2,0.5,14,,,,pihm_Alpha,1,
pihm-v4.1.0-bashilo_SOIL_BETA,https://w3id.org/wings/export/MINT#Adjustment,SOIL_BETA,Van Genuchten Soil Parameter perturbance,float,1,2,0.5,15,,,,pihm_Beta,1,
pihm-v4.1.0-bashilo_SOIL_DINF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_DINF,Top soil layer infiltration perturbance,float,1,2,0.5,13,,,,pihm_infD,1,
pihm-v4.1.0-bashilo_SOIL_KINF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_KINF,Infiltration rate perturbance,float,1,2,0.5,11,,,,pihm_infil,1,
pihm-v4.1.0-bashilo_SOIL_KMACSATV,https://w3id.org/wings/export/MINT#Adjustment,SOIL_KMACSATV,Vertical macropore Hydraulic conductivity perturbance,float,1,,,12,,,,pihm_macKsatV,1,
pihm-v4.1.0-bashilo_SOIL_MACHF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_MACHF,Horizontal macropore Hydraulic conductivity perturbance,float,1,,,16,,,,,1,
pihm-v4.1.0-bashilo_TS_LAI,https://w3id.org/wings/export/MINT#Adjustment,TS_LAI,Leaf Ara Index perturbance,float,1,1.5,0.5,25,,,,pihm_LAI,1,
pihm-v4.1.0-bashilo_TS_PRCP,https://w3id.org/wings/export/MINT#Adjustment,TS_PRCP,Precipitation perturbance,float,1,1.2,0.8,24,,0.1,,pihm_PRCP,,
pihm-v4.1.0-bashilo_TS_SFCTMP,https://w3id.org/wings/export/MINT#Adjustment,TS_SFCTMP,Surface temperature perturbance,float,0,2,-1,26,,0.1,,pihm_TRMP,,
pihm-v4.1.0-bashilo_end-date,https://w3id.org/wings/export/MINT#EndDate,end-date,End date of the simulation,string,12/31/2017,12/31/2017,1/1/2017,2,date,,,,,
pihm-v4.1.0-bashilo_region-name,https://w3id.org/wings/export/MINT#RegionName,region-name,Region name,string,bashilo,,,3,,,,,bashilo,
pihm-v4.1.0-bashilo_start-date,https://w3id.org/wings/export/MINT#StartDate,start-date,Start date of the simulation,string,1/1/2017,12/31/2017,1/1/2017,1,date,,,,,
pihm-v4.1.0-beko-tippi-full_AQ_DEPTH,https://w3id.org/wings/export/MINT#Adjustment,AQ_DEPTH,AQ_DEPTH perturbance,float,0,,,41,,,,,0,
pihm-v4.1.0-beko-tippi-full_ET_ETP,https://w3id.org/wings/export/MINT#Adjustment,ET_ETP,Potential evapotranspiration perturbance,float,1,1.2,0.6,27,,0.1,,,,
pihm-v4.1.0-beko-tippi-full_ET_IC,https://w3id.org/wings/export/MINT#Adjustment,ET_IC,ET_IC perturbance,float,1,,,28,,,,,1,
pihm-v4.1.0-beko-tippi-full_ET_SOIL,https://w3id.org/wings/export/MINT#Adjustment,ET_SOIL,Soil perturbance,float,1,,,30,,,,,1,
pihm-v4.1.0-beko-tippi-full_ET_TR,https://w3id.org/wings/export/MINT#Adjustment,ET_TR,Transpiration perturbance,float,1,,,29,,,,pihm_transpiration,1,
pihm-v4.1.0-beko-tippi-full_GEOL_DMAC,https://w3id.org/wings/export/MINT#Adjustment,GEOL_DMAC,Macropore Depth perturbance,float,1,,,10,,,,pihm_macD,1,
pihm-v4.1.0-beko-tippi-full_GEOL_KMACSATH,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KMACSATH,Horizontal macropore Hydraulic conductivity perturbance,float,1,2,0.5,6,,,,pihm_macKsatH,1,
pihm-v4.1.0-beko-tippi-full_GEOL_KSATH,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KSATH,Horizontal Size Hydraulic Conductivity perturbance,float,1,500,0.5,4,,,,pihm_KsatH,,
pihm-v4.1.0-beko-tippi-full_GEOL_KSATV,https://w3id.org/wings/export/MINT#Adjustment,GEOL_KSATV,Vertical Saturated Hydraulic Conductivity perturbance,float,1,10,0.5,5,,,,pihm_KsatV,1,
pihm-v4.1.0-beko-tippi-full_GEOL_MACVF,https://w3id.org/wings/export/MINT#Adjustment,GEOL_MACVF,Vertical macropore hydraulical conductivity perturbance,float,1,2,0.5,7,,,,,1,
pihm-v4.1.0-beko-tippi-full_GEOL_THETAR,https://w3id.org/wings/export/MINT#Adjustment,GEOL_THETAR,Residual Porosity perturbance,float,1,2,0.5,9,,,,pihm_gThetaR,1,
pihm-v4.1.0-beko-tippi-full_GEOL_THETAS,https://w3id.org/wings/export/MINT#Adjustment,GEOL_THETAS,Porosity perturbance,float,1,2,0.5,8,,,,pihm_gThetaS,1,
pihm-v4.1.0-beko-tippi-full_IC_GW,https://w3id.org/wings/export/MINT#Adjustment,IC_GW,IC_GW perturbance,float,0,,,39,,,,,0,
pihm-v4.1.0-beko-tippi-full_IC_RIV,https://w3id.org/wings/export/MINT#Adjustment,IC_RIV,IC_RIV perturbance,float,0,,,40,,,,,0,
pihm-v4.1.0-beko-tippi-full_LC_ALBEDO,https://w3id.org/wings/export/MINT#Adjustment,LC_ALBEDO,Albedo perturbance,float,1,1,0.5,18,,,,pihm_Albedo,1,
pihm-v4.1.0-beko-tippi-full_LC_DROOT,https://w3id.org/wings/export/MINT#Adjustment,LC_DROOT,Root Zone Depth perturbance,float,1,1.5,0.8,20,,,,pihm_RzD,1,
pihm-v4.1.0-beko-tippi-full_LC_IMPAF,https://w3id.org/wings/export/MINT#Adjustment,LC_IMPAF,LC_IMPAF perturbance,float,1,,,22,,,,,1,
pihm-v4.1.0-beko-tippi-full_LC_ISMAX,https://w3id.org/wings/export/MINT#Adjustment,LC_ISMAX,Maximum Interception Storage perturbance,float,1,1.5,0.5,21,,,,,1,
pihm-v4.1.0-beko-tippi-full_LC_ROUGH,https://w3id.org/wings/export/MINT#Adjustment,LC_ROUGH,Roughness length perturbance,float,1,1.5,0.5,19,,,,pihm_RL,1,
pihm-v4.1.0-beko-tippi-full_LC_SOILDGD,https://w3id.org/wings/export/MINT#Adjustment,LC_SOILDGD,LC_SOILDGD perturbance,float,1,,,23,,,,,1,
pihm-v4.1.0-beko-tippi-full_LC_VEGFRAC,https://w3id.org/wings/export/MINT#Adjustment,LC_VEGFRAC,Vegetation fraction perturbance,float,1,1,0.2,17,,,,pihm_VegFrac,1,
pihm-v4.1.0-beko-tippi-full_RIV_BEDTHICK,https://w3id.org/wings/export/MINT#Adjustment,RIV_BEDTHICK,River bed thickness perturbance,float,1,,,35,,,,,1,
pihm-v4.1.0-beko-tippi-full_RIV_BSLOPE,https://w3id.org/wings/export/MINT#Adjustment,RIV_BSLOPE,River slope perturbance,float,0,,,36,,,,,0,
pihm-v4.1.0-beko-tippi-full_RIV_CWR,https://w3id.org/wings/export/MINT#Adjustment,RIV_CWR,RIV_CWR perturbance,float,1,,,34,,,,,1,
pihm-v4.1.0-beko-tippi-full_RIV_DPTH,https://w3id.org/wings/export/MINT#Adjustment,RIV_DPTH,River depth perturbance,float,0,,,37,,,,pihm_surfV,0,
pihm-v4.1.0-beko-tippi-full_RIV_KH,https://w3id.org/wings/export/MINT#Adjustment,RIV_KH,Hydraulic conductivity under river bed perturbance,float,1,10,0.5,32,,,,,1,
pihm-v4.1.0-beko-tippi-full_RIV_ROUGH,https://w3id.org/wings/export/MINT#Adjustment,RIV_ROUGH,Manning's Roughness Coefficient perturbance,float,1,4,0.5,31,,,,,1,
pihm-v4.1.0-beko-tippi-full_RIV_SINU,https://w3id.org/wings/export/MINT#Adjustment,RIV_SINU,RIV_SINU perturbance,float,1,,,33,,,,,1,
pihm-v4.1.0-beko-tippi-full_RIV_WDTH,https://w3id.org/wings/export/MINT#Adjustment,RIV_WDTH,River width perturbance,float,0,,,38,,,,,0,
pihm-v4.1.0-beko-tippi-full_SOIL_ALPHA,https://w3id.org/wings/export/MINT#Adjustment,SOIL_ALPHA,Van Genuchten Soil Parameter perturbance,float,1,2,0.5,14,,,,pihm_Alpha,1,
pihm-v4.1.0-beko-tippi-full_SOIL_BETA,https://w3id.org/wings/export/MINT#Adjustment,SOIL_BETA,Van Genuchten Soil Parameter perturbance,float,1,2,0.5,15,,,,pihm_Beta,1,
pihm-v4.1.0-beko-tippi-full_SOIL_DINF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_DINF,Top soil layer infiltration perturbance,float,1,2,0.5,13,,,,pihm_infD,1,
pihm-v4.1.0-beko-tippi-full_SOIL_KINF,https://w3id.org/wings/export/MINT#Adjustment,SOIL_KINF,Infiltration rate perturbance,float,1,2,0.5,11,,,,pihm_infil,1,
